frame,Antonsen_distance,Chou_distance
173,15.432239859364927,22.622460767626762
174,15.45084108132869,22.76570776104927
175,15.47799860779196,22.855207942426205
176,15.504212466068566,22.94213629513979
177,15.541980654932559,23.023963540792465
178,15.615441554225981,23.070834528654814
179,15.77484426740557,23.120285626500845
180,15.909739607013762,23.236395832151175
181,16.040540077723563,23.307617519050837
182,16.11937972996384,23.340931210666895
183,16.177424245513976,23.375751215964556
184,16.2377954358235,23.410972990095615
185,16.307351508177817,23.430031038820744
186,16.317182559520006,23.439791695214808
187,16.38201167061925,23.484378275461495
188,16.42310058325529,23.571211186237633
189,16.55916488915682,23.709112969227135
190,16.663985520601273,23.83740955311805
191,16.734948098659515,23.94428147096187
192,16.797264263033867,24.035067197866738
193,16.897291027009487,24.237514880485833
194,17.040470995008945,24.3450367199257
195,17.21820191293955,24.42037766892463
196,17.312234550714493,24.450708755292
197,17.397944912314415,24.59605520311743
198,17.44675425440073,24.730599322356284
199,17.53933098912239,24.891825013794005
200,17.68975566327572,25.119050049223006
201,17.762296691536903,25.233375840820372
202,18.13430167734623,25.335347407497466
203,18.30890266597271,25.43886907491833
204,18.46567963063717,25.554625735618174
205,18.657154366374016,25.64744033012539
206,18.810112565755844,25.69555448833853
207,18.881523117423058,25.740539197809994
208,18.940853867679834,25.76655071694404
209,18.995047509670258,25.86719783116132
210,19.48823693394661,26.197745908983052
211,19.644363030791283,26.45384817291051
212,19.937549218535423,26.642458562739193
213,20.103844359517097,26.845509474165738
214,20.44661544263363,27.07766889501363
215,20.662898242473602,27.166867365129292
216,20.805638536810875,27.26271223742515
217,20.93138936161995,27.30386007670313
218,21.027099303901196,27.39789053145796
219,21.04999279603362,27.465200477279723
220,21.069584326818585,27.525885031558573
221,21.09038812108338,27.561975304968655
222,21.18116565234959,27.678926256485283
223,21.3026431966573,27.793674235232174
224,21.356339825317264,27.905189086683095
225,21.403508679941297,27.969413270242512
226,21.468442941084504,28.11004160810262
227,21.53819372691214,28.143400051631033
228,21.58118456415832,28.259383843280375
229,21.6445600297302,28.288152064196765
230,21.884593239054084,28.418547849170864
231,22.03917851112783,28.49587498884648
232,22.158295115455985,28.558661761693656
233,22.369448056444526,28.60191875975579
234,22.601652344688773,28.695118273608387
235,22.683187952265143,28.822297166101635
236,22.773709123954177,29.03796715568751
237,22.849549179896712,29.251276577822864
238,23.041803842410445,29.39711474906653
239,23.277099495753646,29.692533816210926
240,23.43890974484384,29.805022823624313
241,23.632347946986556,30.006584796123207
242,23.70887997560203,30.0981117291376
243,23.814441537484527,30.199537652544677
244,23.900829693302512,30.406482520513237
245,24.039796790108085,30.617707732133567
246,24.153826108202338,30.721831905655563
247,24.19080281443894,30.80927754472941
248,24.220515308901668,30.894583555869758
249,24.302162086591125,30.944517771713436
250,24.600923603400588,30.98571915831417
251,24.78304780088365,31.027596003375947
252,24.94068052433431,31.045914200134575
253,25.105993634089828,31.05973900668323
254,25.487907445058227,31.086638394743204
255,25.698186239227653,31.119921650737524
256,25.870165711268783,31.149743596091866
257,25.917854389175773,31.28929769434035
258,26.19525363110006,31.401117281988263
259,26.3155131097883,31.535103457048535
260,26.43164741806686,31.614513533189893
261,26.62401439063251,31.85112959332764
262,26.862147314473987,31.922279903665185
263,27.084640769287944,31.95689601264894
264,27.14088827930391,32.26343137584627
265,27.233515424653888,32.57261214219034
266,27.408937079831958,32.749413495883346
267,27.513731157407165,32.803817527368665
268,27.54528064094484,32.833717377856374
269,27.57006546854973,33.08170229382813
270,27.629573557525873,33.189675176516175
271,27.711770448833704,33.22549460269511
272,27.746831253170967,33.24674256145954
273,27.750418710289523,33.36778736114502
274,27.959678145824,33.44140137732029
275,28.109081792412326,33.45499074086547
276,28.213201354024932,33.467082536779344
277,28.276594842551276,33.619167543016374
278,28.46055808174424,33.63116962835193
279,28.552124845562503,33.809842344373465
280,28.58788877981715,33.88787097111344
281,28.654680873034522,34.09559680894017
282,28.83316239225678,34.227620262652636
283,29.032437096117064,34.319759014993906
284,29.12529796618037,34.470235113054514
285,29.2056817736011,34.78940484300256
286,29.457328679738566,35.043643955141306
287,29.714143785415217,35.32846883311868
288,29.952487039146945,35.88719800487161
289,30.11354217189364,36.171288941055536
290,30.233665617881343,36.33071546629071
291,30.349081645486876,36.67513884976506
292,30.451003196416423,36.920233238488436
293,30.539973127422854,37.27052857354283
294,30.84121950226836,37.573145408183336
295,31.054207923589274,37.83989595249295
296,31.197939964709803,38.040848184376955
297,31.26156565058045,38.24101473763585
298,31.72014522063546,38.427628595381975
299,32.03642278420739,38.51622959598899
300,32.239884505746886,38.71545010432601
301,32.41633817064576,39.12208145484328
302,32.644061649916694,39.49089687690139
303,32.84605392324738,39.84518038854003
304,32.99741795170121,40.0502903573215
305,33.14586722361855,40.442140590399504
306,33.38033681618981,40.73130069300532
307,33.46308697271161,40.91574579104781
308,33.54374200361781,41.01094788685441
309,33.59814845654182,41.158612567931414
310,33.690333804814145,41.256577249616385
311,33.77770960214548,41.34841559454799
312,33.86790899815969,41.38081128895283
313,33.9473291549366,41.52868118882179
314,34.03360441955738,41.623900420963764
315,34.111170566407964,41.67803428694606
316,34.2003584865015,41.73934442177415
317,34.31247129919939,41.984629306942225
318,34.35964366677217,42.24440673366189
319,34.41178068402223,42.455575454980135
320,34.442409886745736,42.62172453477979
321,34.471311318455264,42.925525207072496
322,34.54358435678296,43.141349736601114
323,34.586999426363036,43.38850361481309
324,34.658304589567706,43.50814511999488
325,34.7093469153624,43.68934556469321
326,34.75347768771462,43.85049943253398
327,34.78467153082602,43.98940609022975
328,34.82452956284396,44.14902624115348
329,34.82734949304722,44.4832790158689
330,34.88875640346669,44.72531625255942
331,34.93433408229612,44.93041945621371
332,34.9745121949818,45.13531905040145
333,34.988640274619684,45.56465568765998
334,35.10384828201495,45.845793422311544
335,35.267894241726026,46.097845133394
336,35.419484454905614,46.28102731332183
337,35.5615069901105,46.66607677564025
338,35.76189297786914,47.04687848314643
339,35.98362300149165,47.40736111626029
340,36.17272696248256,47.76270034536719
341,36.25804105750285,47.97982379421592
342,36.327687326585874,48.10874904319644
343,36.393526557600126,48.25655081495643
344,36.448718417203054,48.445802208036184
345,36.48109324998222,48.6002211086452
346,36.50299215107225,48.74080116674304
347,36.52454524463974,48.840062756091356
348,36.554911678424105,48.96891063824296
349,36.606477020075545,49.13372761383653
350,36.627905620029196,49.20662259683013
351,36.731397894909605,49.22338821366429
352,36.815555376699194,49.25699308887124
353,36.872501069447026,49.36748003587127
354,36.941022062441334,49.431792605668306
355,37.03613265766762,49.54986048862338
356,37.197875598212704,49.69147102162242
357,37.36605265154503,50.02954427525401
358,37.54770998074673,50.20542545244098
359,37.693368369480595,50.35104959830642
360,37.81963009550236,50.4592646099627
361,37.970834934851155,50.6704174913466
362,38.12293283059262,50.8376166857779
363,38.23868908151053,51.000693533569574
364,38.33471328928135,51.136355210095644
365,38.581815445562825,51.39901002123952
366,38.782152944942936,51.60417265072465
367,38.825088487705216,51.80179754272103
368,38.91472187801264,52.05008951202035
369,39.038747207960114,52.39987498894334
370,39.138631941517815,52.638163436204195
371,39.28191974922083,52.7248708717525
372,39.492060811957344,52.778573989868164
373,39.74078278406523,52.861053712666035
374,39.92246395512484,52.98156747967005
375,40.02903834893368,53.07891207933426
376,40.10972507460974,53.15919083356857
377,40.18917160644196,53.299596071243286
378,40.23331484734081,53.36837939172983
379,40.25352381891571,53.50198633223772
380,40.518418572610244,53.64857900887728
381,40.801402918761596,53.848122365772724
382,41.13700392073952,53.92992589622736
383,41.26866353279911,53.98712060973048
384,41.30011284700595,54.15217803046107
385,41.32418034761213,54.491978865116835
386,41.33827527775429,54.7694359831512
387,41.37288003205322,54.99437528476119
388,41.45061013638042,55.135342832654715
389,41.532552597811446,55.45701327547431
390,41.84076455025934,55.617319490760565
391,42.072102112462744,55.71757657453418
392,42.239826617529616,55.9025256447494
393,42.35658169328235,56.06552080437541
394,42.52883199392818,56.228899490088224
395,42.59920150577091,56.48206798359752
396,42.74050617753528,56.715558376163244
397,42.84719373076223,56.868641685694456
398,43.008727160980925,57.06824628636241
399,43.1165758871939,57.21909483894706
400,43.225212504854426,57.36524602398276
401,43.31743951677345,57.43115194514394
402,43.38730074255727,57.550819125026464
403,43.43641217215918,57.64701438322663
404,43.47048468305729,57.798506919294596
405,43.52593898191117,57.92813280597329
406,43.57845059945248,58.0733688659966
407,43.67584231658839,58.129324931651354
408,43.75624551041983,58.16616237536073
409,43.83552930667065,58.22575067356229
410,43.93501922651194,58.419081691652536
411,44.00830636336468,58.61228862777352
412,44.0689504572656,58.81534542515874
413,44.16067604511045,59.0351219214499
414,44.246635330608115,59.3526710011065
415,44.430349154165015,59.41698959842324
416,44.51503417431377,59.51434012874961
417,44.546497316798195,59.732934307307005
418,44.58194397180341,59.90744751319289
419,44.686457289149985,59.92202850803733
420,44.771500250091776,60.03377914056182
421,44.892568519106135,60.03377914056182
